Kilometres;Skoda Fabia 1.4 TDI;Toyota Aygo 1.1;Dacia Logan 1.2;Renaut Clio Campus 1.5;Dacia Sandero 1.2;Fiat Punto Evo 1.2 e;Fiat Punto Evo 1.3 d;Fiat Panda 1.2 e;Fiat Panda 1.3 d;Renault Clio III essence 75 ch;
253000;37734.229;33154.502;37543.894;35302.764;43189.101;32505.524;33471.987;30805.013;28115.694;35536.546;
254000;37796.222;33224.836;37638.692;35371.352;43300.718;32585.032;33526.066;30879.934;28171.092;35625.228;
255000;37978.215;33405.17;37733.49;35439.94;43412.335;32664.54;33580.145;30954.855;28226.49;35713.91;
256000;38040.208;33475.504;37828.288;35508.528;43523.952;32744.048;33634.224;31029.776;28281.888;35802.592;
257000;38102.201;33545.838;37923.086;35577.116;43635.569;32823.556;33688.303;31104.697;28337.286;35891.274;
258000;38164.194;33616.172;38017.884;35645.704;43747.186;32903.064;33742.382;31179.618;28392.684;35979.956;
259000;38226.187;33686.506;38112.682;35714.292;43858.803;32982.572;33796.461;31254.539;28448.082;36068.638;
260000;38288.18;33756.84;38287.48;36132.88;44070.42;33062.08;33850.54;31329.46;28503.48;36157.32;
261000;38350.173;33827.174;38382.278;36201.468;44182.037;33141.588;33904.619;31404.381;28558.878;36246.002;
262000;38412.166;33897.508;38477.076;36270.056;44293.654;33221.096;33958.698;31479.302;28614.276;36334.684;
263000;38474.159;33967.842;38571.874;36338.644;44405.271;33300.604;34012.777;31554.223;28669.674;36423.366;
264000;38536.152;34038.176;38666.672;36407.232;44516.888;33380.112;34066.856;31629.144;28725.072;36512.048;
265000;38598.145;34108.51;38761.47;36475.82;44628.505;33459.62;34120.935;31704.065;28780.47;36600.73;
266000;38660.138;34178.844;38856.268;36544.408;44740.122;33539.128;34175.014;31778.986;28835.868;36689.412;
267000;38722.131;34249.178;38951.066;36612.996;44851.739;33618.636;34229.093;31853.907;28891.266;36778.094;
268000;38784.124;34319.512;39045.864;36681.584;44963.356;33698.144;34283.172;31928.828;28946.664;36866.776;
269000;38846.117;34389.846;39140.662;36750.172;45074.973;33777.652;34337.251;32003.749;29002.062;36955.458;
270000;39778.11;35120.18;39235.46;36818.76;45186.59;33857.16;35091.33;32078.67;29057.46;37744.14;
271000;39840.103;35190.514;39330.258;36887.348;45298.207;33936.668;35145.409;32153.591;29112.858;37832.822;
272000;39902.096;35260.848;39425.056;36955.936;45409.824;34016.176;35199.488;32228.512;29168.256;37921.504;
273000;39964.089;35331.182;39519.854;37024.524;45521.441;34095.684;35253.567;32303.433;29223.654;38010.186;
274000;40026.082;35401.516;39614.652;37093.112;45633.058;34175.192;35307.646;32378.354;29279.052;38098.868;
275000;40088.075;35471.85;39709.45;37161.7;45744.675;34254.7;35361.725;32453.275;29334.45;38187.55;
276000;40150.068;35542.184;39804.248;37230.288;45856.292;34334.208;35415.804;32528.196;29389.848;38276.232;
277000;40212.061;35612.518;39899.046;37298.876;45967.909;34413.716;35469.883;32603.117;29445.246;38364.914;
278000;40274.054;35682.852;39993.844;37367.464;46079.526;34493.224;35523.962;32678.038;29500.644;38453.596;
279000;40336.047;35753.186;40088.642;37436.052;46191.143;34572.732;35578.041;32752.959;29556.042;38542.278;
280000;40398.04;35823.52;40263.44;37854.64;46402.76;34652.24;35632.12;32827.88;29611.44;38630.96;
281000;40460.033;35893.854;40358.238;37923.228;46514.377;34731.748;35686.199;32902.801;29666.838;38719.642;
282000;41056.026;36344.188;40803.036;38441.816;46975.994;34811.256;36240.278;33477.722;30222.236;39308.324;
283000;41118.019;36414.522;40897.834;38510.404;47087.611;34890.764;36294.357;33552.643;30277.634;39397.006;
284000;41180.012;36484.856;40992.632;38578.992;47199.228;34970.272;36348.436;33627.564;30333.032;39485.688;
285000;41362.005;36665.19;41087.43;38647.58;47310.845;35049.78;36402.515;33702.485;30388.43;39574.37;
286000;41423.998;36735.524;41182.228;38716.168;47422.462;35129.288;36456.594;33777.406;30443.828;39663.052;
287000;41485.991;36805.858;41277.026;38784.756;47534.079;35208.796;36510.673;33852.327;30499.226;39751.734;
288000;41547.984;36876.192;41371.824;38853.344;47645.696;35288.304;36564.752;33927.248;30554.624;39840.416;
289000;41609.977;36946.526;41466.622;38921.932;47757.313;35367.812;36618.831;34002.169;30610.022;39929.098;
290000;41671.97;37016.86;41561.42;38990.52;47868.93;35447.32;36672.91;34077.09;30665.42;40017.78;
291000;41733.963;37087.194;41656.218;39059.108;47980.547;35526.828;36726.989;34152.011;30720.818;40106.462;
292000;41795.956;37157.528;41751.016;39127.696;48092.164;35606.336;36781.068;34226.932;30776.216;40195.144;
293000;41857.949;37227.862;41845.814;39196.284;48203.781;35685.844;36835.147;34301.853;30831.614;40283.826;
294000;41919.942;37298.196;41940.612;39264.872;48315.398;35765.352;36889.226;34376.774;30887.012;40372.508;
295000;41981.935;37368.53;42035.41;39333.46;48427.015;35844.86;36943.305;34451.695;30942.41;40461.19;
296000;42043.928;37438.864;42130.208;39402.048;48538.632;35924.368;36997.384;34526.616;30997.808;40549.872;
297000;42105.921;37509.198;42225.006;39470.636;48650.249;36003.876;37051.463;34601.537;31053.206;40638.554;
298000;42167.914;37579.532;42319.804;39539.224;48761.866;36083.384;37105.542;34676.458;31108.604;40727.236;
299000;42229.907;37649.866;42414.602;39607.812;48873.483;36162.892;37159.621;34751.379;31164.002;40815.918;
300000;42546.9;37830.2;42589.4;40026.4;49085.1;36242.4;37413.7;34826.3;31219.4;41104.6;
